172.18.0.1 - - [17/Oct/2025:10:49:38 +0000] "GET /xss_get.php?firstname=%3Cscript%3Ealert(1)%3C/script%3E&form=submit HTTP/1.1" 403 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
172.18.0.1 - - [17/Oct/2025:10:49:39 +0000] "GET /favicon.ico HTTP/1.1" 403 492 "http://localhost:8081/xss_get.php?firstname=%3Cscript%3Ealert(1)%3C/script%3E&form=submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
172.18.0.1 - - [17/Oct/2025:10:54:28 +0000] "GET /xss_get.php HTTP/1.1" 200 3987 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
172.18.0.1 - - [17/Oct/2025:10:54:28 +0000] "GET /stylesheets/stylesheet.css HTTP/1.1" 200 2088 "http://localhost:8081/xss_get.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
172.18.0.1 - - [17/Oct/2025:10:54:28 +0000] "GET /images/linkedin.png HTTP/1.1" 200 2027 "http://localhost:8081/xss_get.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
172.18.0.1 - - [17/Oct/2025:10:54:28 +0000] "GET /images/twitter.png HTTP/1.1" 200 3181 "http://localhost:8081/xss_get.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
172.18.0.1 - - [17/Oct/2025:10:54:28 +0000] "GET /js/html5.js HTTP/1.1" 200 1570 "http://localhost:8081/xss_get.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
172.18.0.1 - - [17/Oct/2025:10:54:28 +0000] "GET /images/blogger.png HTTP/1.1" 200 1310 "http://localhost:8081/xss_get.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
172.18.0.1 - - [17/Oct/2025:10:54:28 +0000] "GET /images/facebook.png HTTP/1.1" 200 2920 "http://localhost:8081/xss_get.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
172.18.0.1 - - [17/Oct/2025:10:54:28 +0000] "GET /images/bg_1.jpg HTTP/1.1" 200 123795 "http://localhost:8081/stylesheets/stylesheet.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
172.18.0.1 - - [17/Oct/2025:10:54:28 +0000] "GET /images/bee_1.png HTTP/1.1" 200 5771 "http://localhost:8081/xss_get.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
172.18.0.1 - - [17/Oct/2025:10:54:28 +0000] "GET /images/bg_3.jpg HTTP/1.1" 200 3473 "http://localhost:8081/stylesheets/stylesheet.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
172.18.0.1 - - [17/Oct/2025:10:54:28 +0000] "GET /images/cc.png HTTP/1.1" 200 971 "http://localhost:8081/xss_get.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
172.18.0.1 - - [17/Oct/2025:10:54:28 +0000] "GET /images/bg_2.jpg HTTP/1.1" 200 376762 "http://localhost:8081/stylesheets/stylesheet.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
172.18.0.1 - - [17/Oct/2025:10:54:28 +0000] "GET /fonts/architectsdaughter.ttf HTTP/1.1" 200 43665 "http://localhost:8081/stylesheets/stylesheet.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
172.18.0.1 - - [17/Oct/2025:10:54:28 +0000] "GET /images/sb_1.jpg HTTP/1.1" 200 3486 "http://localhost:8081/stylesheets/stylesheet.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
172.18.0.1 - - [17/Oct/2025:10:54:28 +0000] "GET /images/favicon.ico HTTP/1.1" 200 1449 "http://localhost:8081/xss_get.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
172.18.0.1 - - [17/Oct/2025:10:54:33 +0000] "GET /xss_get.php?firstname=%3Cscript%3Ealert%281%29%3C%2Fscript%3E&lastname=++&form=submit HTTP/1.1" 403 492 "http://localhost:8081/xss_get.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
172.18.0.1 - - [17/Oct/2025:10:54:33 +0000] "GET /favicon.ico HTTP/1.1" 403 492 "http://localhost:8081/xss_get.php?firstname=%3Cscript%3Ealert%281%29%3C%2Fscript%3E&lastname=++&form=submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
172.18.0.1 - - [17/Oct/2025:10:54:44 +0000] "GET /xss_get.php HTTP/1.1" 200 3987 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
172.18.0.1 - - [17/Oct/2025:11:17:48 +0000] "GET /xss_get.php?test=%3Cscript%3Ealert(1)%3C/script%3E HTTP/1.1" 403 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:11:19:01 +0000] "GET /xss_get.php?test=%3Cscript%3Ealert(1)%3C/script%3E HTTP/1.1" 403 493 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:11:19:02 +0000] "GET /xss_get.php?test=%3Cscript%3Ealert(1)%3C/script%3E HTTP/1.1" 403 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:11:19:02 +0000] "GET /xss_get.php?test=%3Cscript%3Ealert(1)%3C/script%3E HTTP/1.1" 403 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:11:19:03 +0000] "GET /xss_get.php?test=%3Cscript%3Ealert(1)%3C/script%3E HTTP/1.1" 403 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:11:19:03 +0000] "GET /xss_get.php?test=%3Cscript%3Ealert(1)%3C/script%3E HTTP/1.1" 403 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:11:19:03 +0000] "GET /xss_get.php?test=%3Cscript%3Ealert(1)%3C/script%3E HTTP/1.1" 403 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:11:19:05 +0000] "GET /xss_get.php?test=%3Cscript%3Ealert(1)%3C/script%3E HTTP/1.1" 403 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0"
172.18.0.1 - - [17/Oct/2025:11:22:36 +0000] "GET /xss_get.php?test=<script>alert(1)</script> HTTP/1.1" 403 437 "-" "curl/8.14.1"
172.18.0.1 - - [17/Oct/2025:11:28:21 +0000] "GET /xss_get.php?test=<script>alert(1)</script> HTTP/1.1" 403 437 "-" "curl/8.14.1"
